Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Distance
35.0,4.2,Windy,Jam,1,scooter,1.0,0,Metropolitian,34,10.266204039144393
29.566910587697237,4.6337736972250205,Sunny,High,1,motorcycle,0.0,0,Metropolitian,14,6.125656816260884
26.0,4.7,Cloudy,High,2,scooter,0.0,0,Metropolitian,25,2.9827687992529346
20.0,4.7,Stormy,High,1,motorcycle,0.0,0,Urban,14,1.5561852308613513
27.0,5.0,Stormy,Low,2,scooter,1.0,0,Metropolitian,18,10.819983520306216
22.0,4.6,Stormy,Medium,2,motorcycle,1.0,0,Metropolitian,27,6.135580345975732
29.0,4.8,Fog,Jam,0,motorcycle,1.0,0,Metropolitian,46,14.004955481671528
29.0,4.9,Stormy,Jam,0,motorcycle,1.0,0,Metropolitian,26,20.465390994413752
22.0,4.7,Sandstorms,Low,2,motorcycle,0.0,0,Metropolitian,15,10.614146433356275
31.0,4.7,Windy,Medium,1,scooter,1.0,0,Metropolitian,30,17.157126126521092
26.0,4.6,Cloudy,Medium,0,motorcycle,1.0,0,Semi-Urban,39,12.498190130244618
31.0,4.3,Sandstorms,Low,0,motorcycle,1.0,0,Metropolitian,21,1.5152660723192606
39.0,4.8,Cloudy,Medium,1,motorcycle,0.0,0,Metropolitian,19,7.771632327890454
27.0,4.0,Cloudy,Jam,1,scooter,2.0,0,Metropolitian,34,4.601928427712076
31.0,4.8,Fog,Jam,1,scooter,3.0,1,Semi-Urban,44,12.2701541156891
25.0,4.7,Fog,Low,1,scooter,1.0,0,Metropolitian,29,13.420613279963804
24.0,4.9,Sandstorms,Jam,2,scooter,0.0,0,Metropolitian,19,19.383835879855425
38.0,4.6,Sunny,Medium,2,motorcycle,1.0,0,Metropolitian,23,6.057199066145392
27.0,4.6,Stormy,Low,1,scooter,0.0,0,Metropolitian,14,4.542385850831696
25.0,4.8,Sunny,Jam,2,scooter,1.0,0,Metropolitian,18,10.456258688851577
39.0,4.7,Sunny,Jam,0,motorcycle,0.0,0,Metropolitian,20,7.669109904734137
37.0,4.4,Sandstorms,Jam,0,motorcycle,1.0,0,Urban,42,10.768833377449528
31.0,3.5,Sandstorms,Medium,1,motorcycle,1.0,0,Urban,38,10.45669598129618
25.0,5.0,Fog,Jam,2,scooter,1.0,0,Metropolitian,38,13.646259160129189
23.0,4.7,Sunny,Jam,2,scooter,0.0,0,Metropolitian,12,7.729153411324745
29.0,4.8,Cloudy,Jam,1,motorcycle,1.0,0,Metropolitian,23,7.692361230406128
31.0,4.6,Windy,Medium,1,scooter,0.0,0,Urban,22,12.448575727251066
26.0,4.9,Fog,Low,2,scooter,1.0,0,Metropolitian,29,11.019829276905222
28.0,4.6,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,23,19.93718017299331
30.0,4.9,Cloudy,Low,0,motorcycle,1.0,0,Metropolitian,35,14.037675528212416
30.0,4.6,Cloudy,Jam,1,motorcycle,1.0,0,Metropolitian,27,2235.6982156600134
39.0,3.6,Cloudy,Low,2,motorcycle,2.0,0,Metropolitian,37,11.761514725381838
20.0,4.5,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,17,1.533709303563117
37.0,4.9,Fog,Medium,2,motorcycle,0.0,0,Metropolitian,17,4.663127316948405
25.0,4.7,Fog,Medium,1,scooter,0.0,0,Metropolitian,15,7.656961637408432
32.0,5.0,Stormy,Medium,0,motorcycle,1.0,0,Urban,31,12.269887799351258
29.0,4.1,Fog,Medium,1,scooter,1.0,0,Metropolitian,38,19.93815748091414
38.0,4.9,Sandstorms,High,0,motorcycle,1.0,0,Metropolitian,34,6.061420003033966
27.0,4.5,Sunny,Medium,1,motorcycle,0.0,0,Metropolitian,13,19.905097850442047
36.0,4.6,Sandstorms,Low,2,electric_scooter,1.0,0,Urban,23,4.473322013873355
24.0,4.8,Fog,Medium,1,motorcycle,1.0,0,Metropolitian,28,20.20486852716584
38.0,4.6,Sunny,Jam,2,electric_scooter,0.0,0,Urban,19,7.351655519830832
24.0,4.8,Stormy,Jam,1,motorcycle,1.0,0,Metropolitian,20,19.38401486825384
25.0,4.0,Cloudy,Jam,1,motorcycle,1.0,0,Metropolitian,31,7.771162894050891
38.0,4.9,Cloudy,Low,1,motorcycle,0.0,0,Urban,18,9.325270290192234
25.0,4.5,Sandstorms,Low,2,motorcycle,1.0,0,Metropolitian,19,20.52947571449988
29.0,4.9,Stormy,Medium,1,scooter,0.7446345675136238,0,Metropolitian,24,12.477920810732805
31.0,4.0,Windy,Low,0,motorcycle,1.0,0,Metropolitian,26,1.5112342181775595
31.0,4.9,Sunny,Jam,2,scooter,0.0,0,Metropolitian,25,20.577484357142197
34.0,4.9,Cloudy,Jam,0,motorcycle,1.0,0,Metropolitian,29,4.542529128585128
23.0,4.7,Windy,Jam,2,electric_scooter,0.7446345675136238,0,Urban,16,4.565749032073246
34.0,5.0,Cloudy,Medium,2,electric_scooter,0.0,0,Urban,19,4.679287398856277
30.0,4.8,Sandstorms,Jam,1,motorcycle,1.0,0,Metropolitian,29,17.1563570857397
20.0,4.6,Windy,Medium,0,motorcycle,1.0,0,Metropolitian,26,4.668434129308026
22.0,4.5,Sandstorms,Jam,1,scooter,0.0,0,Semi-Urban,21,12.3063917225545
29.0,4.9,Sandstorms,Low,2,electric_scooter,1.0,0,Metropolitian,19,12.433218365645462
35.0,4.9,Sunny,Medium,2,electric_scooter,1.0,0,Metropolitian,29,20.199912314191423
37.0,4.6,Cloudy,Medium,0,motorcycle,1.0,0,Metropolitian,27,6.215811444582911
34.0,4.6,Fog,Low,1,scooter,0.0,0,Metropolitian,26,12.17437787540724
33.0,4.6,Fog,Medium,1,motorcycle,0.0,0,Urban,18,6.239169080662917
24.0,4.9,Windy,Medium,2,scooter,1.0,0,Metropolitian,24,7.555073084955421
38.0,4.6,Fog,Low,0,motorcycle,1.0,0,Metropolitian,29,1.5597885246755896
26.0,4.6,Fog,Jam,0,motorcycle,2.0,0,Urban,46,16.921865344990294
22.0,4.9,Cloudy,Low,0,motorcycle,0.0,0,Urban,22,1.5110978885039512
34.0,4.6,Sandstorms,Jam,1,scooter,1.0,0,Metropolitian,29,17.11759116070008
28.0,4.9,Stormy,Jam,0,motorcycle,1.0,0,Metropolitian,25,13.69719757500614
23.0,4.9,Sunny,Low,0,motorcycle,1.0,0,Urban,17,3.0623295919843394
23.0,4.7,Cloudy,Low,2,scooter,0.0,0,Metropolitian,16,9.187889252632338
24.0,4.8,Windy,Low,0,motorcycle,1.0,0,Urban,18,19.063485651798427
38.0,3.8,Fog,Low,2,scooter,1.0,0,Semi-Urban,31,10.695556304462867
24.0,4.2,Sunny,Jam,0,motorcycle,1.0,0,Semi-Urban,48,4.668768686644661
23.0,4.2,Sandstorms,Medium,0,motorcycle,1.0,0,Urban,31,12.08732248946166
37.0,4.0,Windy,Low,0,motorcycle,0.0,0,Metropolitian,20,3.108557252183892
29.0,4.8,Cloudy,Low,1,motorcycle,0.0,0,Metropolitian,29,11.019829276905222
24.0,4.7,Sunny,Medium,1,motorcycle,0.0,0,Urban,12,12.11268471348864
38.0,5.0,Fog,Jam,0,motorcycle,1.0,0,Metropolitian,50,10.769374406404404
37.0,4.5,Fog,Low,1,scooter,1.0,0,Urban,16,3.1485230102050625
31.0,4.6,Cloudy,Low,2,electric_scooter,1.0,0,Urban,25,10.7159999881279
28.0,4.9,Sandstorms,Low,0,motorcycle,0.0,0,Metropolitian,15,20.854057542649247
39.0,4.8,Sunny,High,2,electric_scooter,1.0,0,Metropolitian,17,6.216961221903623
21.0,4.9,Sunny,Low,2,electric_scooter,0.0,0,Metropolitian,22,7.772015755183789
27.0,4.9,Cloudy,Medium,0,motorcycle,1.0,0,Metropolitian,26,9.33660739599742
21.0,4.6,Cloudy,Jam,1,motorcycle,1.0,0,Metropolitian,31,5903.494981852916
29.566910587697237,4.6337736972250205,Windy,Jam,2,electric_scooter,1.0,0,Metropolitian,29,19.996515099282416
22.0,4.9,Windy,Low,2,scooter,0.0,0,Metropolitian,17,1.5458860402702033
29.0,4.7,Sunny,Medium,2,scooter,1.0,0,Urban,16,9.191239395441285
31.0,4.4,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,20,4.595813065070905
32.0,4.6,Fog,Jam,0,motorcycle,0.0,0,Metropolitian,40,13.844326118949391
36.0,4.5,Cloudy,Jam,0,motorcycle,2.0,0,Metropolitian,43,19.682912648569783
21.0,5.0,Fog,Jam,1,scooter,1.0,0,Metropolitian,41,13.98853538952813
30.0,5.0,Windy,Jam,2,motorcycle,1.0,0,Metropolitian,25,7.770621348562589
27.0,4.8,Cloudy,Jam,2,motorcycle,0.0,0,Metropolitian,27,4.722784455364153
23.0,4.6,Sandstorms,Medium,1,motorcycle,0.0,0,Metropolitian,16,16.653167939676383
32.0,4.8,Windy,Medium,1,scooter,1.0,0,Metropolitian,21,16.870253552767483
29.0,4.7,Windy,Low,2,motorcycle,0.0,0,Urban,11,19.680327434728383
35.0,4.5,Stormy,Low,2,scooter,1.0,0,Urban,22,7.780792917564903
33.0,4.6,Fog,Medium,2,electric_scooter,1.0,0,Urban,15,4.410909979861676
21.0,4.5,Sandstorms,Jam,1,motorcycle,0.0,0,Metropolitian,17,10.43866533294257
35.0,4.4,Cloudy,Jam,2,electric_scooter,1.0,0,Metropolitian,36,11.918206858875852
37.0,4.7,Windy,Jam,0,motorcycle,1.0,0,Metropolitian,38,7.66873352121625
30.0,4.9,Fog,Medium,2,scooter,0.0,0,Metropolitian,16,9.131816465166573
20.0,4.5,Cloudy,Low,1,motorcycle,0.0,0,Metropolitian,16,1.5541228364114088
29.0,4.9,Sunny,Jam,2,motorcycle,1.0,0,Semi-Urban,15,12.594090122629622
38.0,4.8,Sandstorms,High,0,motorcycle,3.0,0,Semi-Urban,49,1.511034838377988
26.0,4.7,Sunny,High,1,motorcycle,0.0,0,Urban,10,1.5742615170912184
21.0,4.8,Windy,Jam,1,scooter,1.0,0,Urban,16,20.874454878420725
25.0,4.5,Stormy,Jam,1,scooter,0.0,0,Metropolitian,19,19.06331987656956
23.0,4.9,Fog,Medium,1,motorcycle,2.0,0,Metropolitian,37,20.465390994413752
20.0,4.6,Sandstorms,Jam,0,motorcycle,1.0,0,Metropolitian,32,13.781242222359378
28.0,4.8,Sandstorms,High,0,motorcycle,1.0,0,Urban,15,3.0677716765285146
36.0,4.0,Windy,Jam,0,motorcycle,1.0,0,Metropolitian,52,12.435055615029093
34.0,4.7,Fog,Low,1,motorcycle,0.0,0,Urban,17,1.5540238642702493
27.0,4.6,Sandstorms,Medium,0,motorcycle,0.0,0,Metropolitian,26,9.3251420449094
22.0,4.7,Sunny,Jam,2,scooter,1.0,0,Urban,15,7.572069520415558
37.0,4.9,Cloudy,Jam,2,scooter,1.0,0,Metropolitian,27,7.449158986071466
39.0,4.6,Sunny,Medium,0,motorcycle,1.0,0,Metropolitian,22,9.202390249914668
25.0,4.8,Sunny,Low,1,motorcycle,1.0,0,Urban,30,20.20334577210546
36.0,4.9,Windy,Low,0,motorcycle,1.0,0,Metropolitian,21,10.879849522508003
39.0,3.5,Stormy,Jam,1,scooter,0.7446345675136238,0,Metropolitian,40,12.174812665124024
38.0,4.7,Cloudy,Low,1,scooter,0.0,0,Urban,17,7.469285103303901
31.0,4.6,Windy,Low,0,motorcycle,0.0,0,Metropolitian,27,13.697545359752183
35.0,4.6,Windy,Jam,1,motorcycle,1.0,0,Urban,29,7.871307105908543
35.0,4.3,Windy,Jam,2,scooter,1.0,0,Metropolitian,32,5668.043664498208
33.0,4.7,Sandstorms,Medium,2,scooter,0.0,0,Metropolitian,24,13.697077379899609
29.566910587697237,4.6337736972250205,Sunny,Low,3,scooter,1.0,0,Metropolitian,30,3.124718362419509
28.0,4.8,Sunny,Medium,0,motorcycle,1.0,0,Metropolitian,22,16.616904771267816
37.0,5.0,Sunny,Jam,0,motorcycle,0.0,0,Metropolitian,29,9.090163720104927
36.0,4.2,Sandstorms,Low,0,motorcycle,0.0,0,Metropolitian,34,1.4914363871506646
20.0,4.5,Fog,Medium,0,motorcycle,1.0,0,Metropolitian,39,14.004902856585268
29.0,4.6,Fog,Medium,1,motorcycle,1.0,0,Metropolitian,28,10.893033200817252
30.0,4.6,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,21,19.7100396255096
21.0,4.5,Windy,Low,0,motorcycle,1.0,0,Metropolitian,29,3.062804836837459
27.0,4.9,Sandstorms,Medium,2,scooter,1.0,0,Metropolitian,26,6.216082173546802
21.0,5.0,Sunny,Low,0,motorcycle,1.0,0,Metropolitian,27,19.64665063115955
39.0,5.0,Cloudy,Jam,2,scooter,2.0,0,Metropolitian,44,16.402504519121415
36.0,4.6,Fog,Low,0,motorcycle,0.0,0,Metropolitian,24,3.10894611793024
27.0,4.8,Windy,Low,1,scooter,1.0,0,Metropolitian,19,19.78180249764342
37.0,4.7,Sunny,Medium,1,motorcycle,1.0,0,Urban,15,20.229502027251492
27.0,5.0,Sunny,Low,2,electric_scooter,0.0,0,Metropolitian,19,2.9830374488798053
38.0,4.5,Cloudy,High,1,motorcycle,0.0,0,Metropolitian,27,1.511122750718794
37.0,4.6,Sunny,High,2,scooter,1.0,0,Metropolitian,17,6.183218080087009
31.0,4.7,Fog,Jam,1,motorcycle,0.0,0,Metropolitian,31,7.798718197606084
22.0,5.0,Sunny,Low,0,motorcycle,1.0,0,Metropolitian,26,12.433279921438253
32.0,5.0,Cloudy,Jam,0,motorcycle,3.0,0,Metropolitian,48,13.779100100046666
30.0,4.6,Sandstorms,Jam,2,motorcycle,1.0,0,Metropolitian,25,4.400054413178427
38.0,4.2,Cloudy,High,1,scooter,0.0,0,Metropolitian,33,3.108775367837123
24.0,4.7,Cloudy,Low,2,scooter,1.0,0,Metropolitian,20,10.917976237470782
26.0,4.7,Sunny,Low,2,electric_scooter,1.0,0,Metropolitian,25,10.653297015102368
30.0,4.8,Cloudy,Medium,2,scooter,2.0,0,Metropolitian,38,12.477582547274
22.0,4.8,Fog,Low,2,scooter,1.0,0,Metropolitian,19,9.35867488110764
38.0,4.9,Sunny,Jam,2,electric_scooter,1.0,0,Metropolitian,20,7.692251137929284
31.0,4.8,Sunny,Medium,2,scooter,0.0,0,Urban,15,12.11266835225184
39.0,4.9,Cloudy,Medium,2,scooter,1.0,0,Metropolitian,18,4.532235680897711
33.0,4.8,Fog,Jam,2,electric_scooter,0.0,1,Metropolitian,44,11.760178347102078
24.0,4.2,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,22,2.9793871917297854
33.0,4.2,Windy,Jam,2,electric_scooter,1.0,0,Metropolitian,34,16.618299227099964
32.0,4.3,Sandstorms,Jam,0,motorcycle,1.0,1,Metropolitian,51,11.99670311215314
33.0,5.0,Cloudy,Medium,2,electric_scooter,1.0,0,Urban,40,13.230737027144466
28.0,4.6,Stormy,Jam,0,motorcycle,1.0,0,Metropolitian,33,10.89260673206067
31.0,4.9,Sunny,Low,0,motorcycle,1.0,0,Metropolitian,22,1.521979459996204
32.0,4.7,Fog,Low,0,motorcycle,1.0,0,Metropolitian,24,4.533133956123478
39.0,4.3,Stormy,Medium,2,scooter,2.0,0,Metropolitian,38,13.199404836649745
25.0,4.6,Sunny,High,2,scooter,0.0,0,Metropolitian,13,1.554259151604198
37.0,4.3,Stormy,Jam,2,scooter,1.0,0,Metropolitian,38,10.768833377449528
27.0,4.6,Sunny,Jam,1,scooter,0.0,0,Metropolitian,24,13.779100100046666
38.0,3.9,Fog,Low,2,motorcycle,1.0,0,Metropolitian,39,11.019829276905222
30.0,4.8,Sunny,Low,1,scooter,0.0,0,Urban,22,14.168350776534814
39.0,4.8,Sunny,Low,1,scooter,1.0,0,Urban,13,1.554293854636342
21.0,4.2,Sandstorms,Low,0,motorcycle,0.0,0,Metropolitian,16,3.076579021681373
29.0,4.9,Cloudy,Low,1,motorcycle,0.0,0,Urban,11,1.5339588822335763
30.0,4.6,Windy,Medium,2,electric_scooter,1.0,0,Urban,28,12.270040941951736
27.0,4.0,Fog,Jam,1,scooter,2.0,0,Metropolitian,37,10.4387561732137
39.0,4.5,Stormy,Low,2,scooter,1.0,0,Metropolitian,22,3.108767488112888
29.566910587697237,4.6337736972250205,Sunny,Low,3,bicycle,1.0,0,Urban,33,17.156659902002854
31.0,4.0,Cloudy,Medium,1,scooter,1.0,0,Metropolitian,33,12.431436135396694
31.0,4.8,Stormy,High,2,motorcycle,0.0,0,Metropolitian,28,3.1485230102050625
20.0,4.4,Sandstorms,Low,0,motorcycle,1.0,0,Urban,20,1.5562074652510542
25.0,4.7,Fog,Jam,2,scooter,2.0,0,Urban,42,12.24808807226828
29.566910587697237,4.6337736972250205,Sunny,Jam,0,motorcycle,0.0,0,Urban,31,11.019829276905222
28.0,5.0,Fog,Jam,0,motorcycle,3.0,1,Metropolitian,49,13.424195699183588
23.0,4.7,Fog,Low,0,motorcycle,1.0,0,Metropolitian,17,1.5742615170912184
37.0,4.6,Sandstorms,Medium,2,electric_scooter,1.0,0,Semi-Urban,30,4.565939653224547
35.0,4.7,Windy,High,0,motorcycle,1.0,0,Urban,31,6.0655011428632335
36.0,4.8,Stormy,Low,2,scooter,1.0,0,Metropolitian,22,1.5220387011861438
33.0,4.9,Sandstorms,High,2,scooter,1.0,0,Metropolitian,26,6.056603520003655
21.0,4.6,Fog,Low,0,motorcycle,0.0,0,Metropolitian,20,10.598449646659263
32.0,4.2,Windy,Low,0,motorcycle,1.0,0,Metropolitian,24,9.325097193829128
21.0,4.8,Stormy,Jam,0,motorcycle,1.0,0,Metropolitian,27,4.542908694861519
22.0,4.7,Windy,Medium,2,motorcycle,1.0,0,Metropolitian,27,19.90616604476809
27.0,4.8,Cloudy,Medium,0,motorcycle,1.0,0,Urban,28,4.474468381482488
23.0,4.8,Windy,Medium,1,motorcycle,1.0,0,Metropolitian,28,10.879293180290611
23.0,4.6,Windy,Medium,2,electric_scooter,0.0,0,Metropolitian,23,10.879173092479729
29.566910587697237,4.6337736972250205,Sunny,Low,1,motorcycle,1.0,0,Metropolitian,16,13.627403940131856
24.0,4.8,Windy,Low,2,scooter,0.0,0,Urban,13,1.538490594799525
29.566910587697237,4.6337736972250205,Fog,Low,1,motorcycle,1.0,0,Metropolitian,19,3.1078463291277534
28.0,4.9,Fog,Jam,0,motorcycle,1.0,0,Metropolitian,44,13.986109734146329
25.0,4.6,Sandstorms,Jam,2,scooter,1.0,0,Metropolitian,25,12.431130969771823
20.0,4.5,Sandstorms,Low,2,scooter,0.0,0,Metropolitian,15,1.5562897264476292
28.0,4.8,Fog,Jam,0,motorcycle,1.0,0,Urban,36,19.78341921977176
21.0,4.5,Fog,Low,1,motorcycle,0.0,0,Metropolitian,29,16.494399386298664
30.0,4.4,Sandstorms,Low,0,motorcycle,1.0,0,Metropolitian,25,1.5280725551386714
38.0,4.9,Sandstorms,Medium,1,scooter,1.0,0,Semi-Urban,23,10.880780093635265
32.0,4.2,Windy,Low,0,motorcycle,0.0,0,Metropolitian,31,2.982770614191737
38.0,4.0,Sandstorms,Jam,0,motorcycle,2.0,0,Metropolitian,46,10.918272088347411
24.0,5.0,Cloudy,Medium,2,scooter,1.0,0,Metropolitian,14,7.69233519313293
21.0,4.7,Sunny,Medium,0,motorcycle,1.0,0,Metropolitian,28,12.130161388853196
38.0,4.9,Windy,Low,2,scooter,1.0,0,Metropolitian,22,4.601682492912133
26.0,4.7,Sandstorms,Medium,0,motorcycle,1.0,0,Metropolitian,28,10.576595796842636
27.0,4.6,Windy,Jam,1,motorcycle,1.0,0,Metropolitian,20,13.229830168410976
20.0,4.7,Cloudy,Low,1,scooter,1.0,0,Metropolitian,10,1.5143480068303607
29.0,4.1,Windy,Low,0,motorcycle,1.0,0,Metropolitian,22,1.531981981889589
37.0,4.5,Sandstorms,Jam,1,scooter,1.0,0,Urban,26,4.668562601741632
31.0,4.1,Cloudy,Jam,2,electric_scooter,2.0,0,Metropolitian,37,9.065805089156672
29.0,4.9,Fog,Medium,1,motorcycle,1.0,0,Metropolitian,35,10.736744585052412
33.0,4.4,Sandstorms,High,0,motorcycle,2.0,1,Metropolitian,46,2.9828011624725184
27.0,4.6,Cloudy,High,2,scooter,0.0,0,Metropolitian,23,5.964312040760972
20.0,4.5,Stormy,Low,1,motorcycle,0.0,0,Metropolitian,18,1.5221024613844296
30.0,4.5,Stormy,Medium,1,motorcycle,1.0,0,Metropolitian,27,17.15624407979394
30.0,4.5,Sunny,Low,2,scooter,1.0,0,Metropolitian,27,12.270958173306797
31.0,4.6,Stormy,Jam,2,motorcycle,1.0,0,Metropolitian,30,4.662697005613694
24.0,4.5,Fog,High,2,electric_scooter,1.0,0,Metropolitian,26,6.153721000633753
29.566910587697237,4.6337736972250205,Sunny,Low,3,scooter,1.0,0,Metropolitian,18,4969.312909081358
37.0,4.0,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,31,4.542975704079828
33.0,4.7,Sunny,Jam,0,motorcycle,2.0,0,Metropolitian,43,19.997467761720777
25.0,4.8,Stormy,High,2,motorcycle,0.0,0,Metropolitian,27,1.521964259407528
38.0,4.0,Windy,Low,0,motorcycle,1.0,0,Metropolitian,32,1.4914175333400777
26.0,4.6,Cloudy,Medium,1,motorcycle,1.0,0,Urban,11,4.668543139631683
30.0,4.9,Windy,High,0,motorcycle,3.0,0,Metropolitian,42,2.9828011624725184
21.0,4.8,Fog,Medium,2,electric_scooter,1.0,0,Metropolitian,39,12.434339510265058
29.0,4.1,Fog,Jam,1,scooter,1.0,0,Urban,42,13.986109734146329
31.0,5.0,Sunny,High,0,motorcycle,1.0,0,Metropolitian,27,1.5561738968332388
21.0,4.8,Cloudy,Medium,0,motorcycle,1.0,0,Metropolitian,38,20.27522036537947
28.0,4.9,Sandstorms,Low,2,scooter,0.0,0,Metropolitian,11,1.5542860235672058
23.0,4.3,Windy,Jam,0,motorcycle,1.0,0,Metropolitian,31,19.384657996507496
26.0,4.6,Sunny,Low,2,motorcycle,0.0,0,Urban,29,17.09679318948357
27.0,4.6,Fog,Low,2,motorcycle,1.0,0,Metropolitian,19,3.067633868980053
22.0,4.6,Cloudy,Low,0,motorcycle,1.0,0,Metropolitian,22,19.783592978648592
27.0,4.7,Cloudy,Low,1,motorcycle,0.0,0,Metropolitian,14,3.0284681417494466
27.0,4.7,Fog,Medium,1,motorcycle,0.0,0,Metropolitian,11,7.729069486509636
34.0,4.8,Windy,Low,2,scooter,0.0,0,Metropolitian,18,13.697081045905245
39.0,4.2,Windy,Medium,2,scooter,2.0,0,Urban,34,9.326327721221002
39.0,4.4,Sandstorms,Medium,0,motorcycle,1.0,0,Metropolitian,44,14.168350776534814
38.0,4.6,Windy,Low,0,motorcycle,1.0,0,Metropolitian,25,10.879414350538276
39.0,5.0,Windy,Jam,0,motorcycle,1.0,0,Urban,43,19.385553217584143
30.0,4.0,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,32,1.5540068081314782
29.566910587697237,4.6337736972250205,Cloudy,Low,0,motorcycle,0.0,0,Urban,28,1.5385084982149202
25.0,4.9,Sandstorms,Low,0,motorcycle,1.0,0,Metropolitian,21,10.65362095766496
34.0,3.9,Windy,Jam,1,scooter,0.0,0,Metropolitian,38,14.037883682936627
27.0,4.8,Stormy,Medium,2,electric_scooter,0.0,0,Urban,17,16.171522816046156
25.0,4.7,Sandstorms,Low,1,scooter,0.0,0,Urban,15,7.333348083617964
23.0,4.7,Cloudy,Jam,1,scooter,1.0,0,Metropolitian,33,13.84421346347022
24.0,4.7,Windy,Low,1,motorcycle,0.7446345675136238,0,Semi-Urban,17,3.0221453365983786
21.0,5.0,Sandstorms,Medium,2,scooter,0.0,0,Metropolitian,25,12.12149240205
31.0,5.0,Cloudy,Jam,2,scooter,0.0,0,Metropolitian,28,4.545564717981184
32.0,4.6,Windy,High,1,motorcycle,1.0,0,Urban,27,3.0616417967261014
34.0,4.5,Sunny,Low,0,motorcycle,0.0,0,Metropolitian,24,20.205657534353087
29.566910587697237,4.6337736972250205,Sunny,Low,3,motorcycle,3.0,1,Metropolitian,54,10.735068928341695
25.0,4.7,Stormy,Jam,2,scooter,0.0,0,Urban,16,17.093640275894142
33.0,4.7,Cloudy,Low,2,scooter,0.0,0,Metropolitian,27,16.654048950951587
31.0,4.7,Sunny,Low,1,scooter,1.0,0,Metropolitian,18,1.5542935410578078
39.0,4.5,Sandstorms,Medium,2,motorcycle,1.0,0,Metropolitian,21,12.08764402617277
27.0,4.9,Cloudy,Low,0,motorcycle,1.0,0,Urban,19,1.5562166324183038
33.0,4.1,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,25,3.108767488112888
29.0,4.8,Fog,Low,2,scooter,1.0,0,Urban,12,3.0284681417494466
22.0,4.6,Windy,Medium,1,scooter,0.0,0,Metropolitian,26,6.128821320226506
36.0,4.5,Sunny,Medium,1,motorcycle,1.0,0,Metropolitian,23,4.543394386492595
26.0,4.6,Sunny,Jam,0,motorcycle,1.0,0,Metropolitian,26,10.6060200417701
37.0,4.6,Cloudy,Jam,1,motorcycle,1.0,0,Metropolitian,30,4.549257423078197
36.0,3.6,Sandstorms,Jam,1,motorcycle,1.0,0,Metropolitian,43,12.174493133312687
39.0,4.6,Cloudy,Medium,0,motorcycle,1.0,0,Metropolitian,41,10.605013917136365
32.0,5.0,Sunny,Low,2,motorcycle,1.0,0,Metropolitian,18,9.06400089721855
34.0,4.6,Fog,Medium,1,motorcycle,1.0,0,Metropolitian,36,20.275837568500005
25.0,4.9,Cloudy,Low,0,motorcycle,0.0,0,Metropolitian,20,13.625779224899542
35.0,5.0,Sunny,Medium,0,motorcycle,1.0,0,Metropolitian,26,7.798896199449894
30.0,4.7,Stormy,Low,1,motorcycle,1.0,0,Metropolitian,23,1.5541139120067622
36.0,4.5,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,26,3.1079829484891155
37.0,4.6,Stormy,Low,0,motorcycle,1.0,0,Semi-Urban,27,17.096584908045386
29.0,4.6,Sandstorms,Medium,2,scooter,0.7446345675136238,0,Metropolitian,18,13.778901242319316
21.0,4.5,Sunny,Jam,1,scooter,0.0,0,Urban,16,13.627110750548942
33.0,4.9,Sunny,Jam,1,motorcycle,1.0,0,Metropolitian,15,12.432626762824423
28.0,4.9,Windy,High,2,motorcycle,0.0,0,Urban,13,6.057133863762063
24.0,4.8,Windy,Medium,1,motorcycle,1.0,0,Metropolitian,21,9.44556826333905
22.0,4.9,Cloudy,Low,1,motorcycle,1.0,0,Metropolitian,15,9.13203947176498
28.0,4.5,Windy,Jam,1,scooter,1.0,0,Metropolitian,25,19.70997245454215
38.0,4.5,Cloudy,Low,2,scooter,0.0,0,Metropolitian,28,13.843333874056036
21.0,4.8,Cloudy,High,2,scooter,1.0,0,Metropolitian,21,6.186120295204642
28.0,4.9,Fog,Low,1,scooter,1.0,0,Metropolitian,27,20.205657534353087
37.0,4.0,Cloudy,Jam,1,scooter,1.0,0,Metropolitian,36,13.42120573274461
32.0,5.0,Cloudy,Jam,2,scooter,1.0,0,Metropolitian,31,9.086330680381296
35.0,4.2,Cloudy,Low,0,motorcycle,1.0,0,Metropolitian,37,13.604782037088398
38.0,3.8,Stormy,Jam,2,scooter,1.0,0,Metropolitian,41,12.27039478314862
24.0,5.0,Cloudy,Jam,2,scooter,1.0,0,Metropolitian,40,10.43912468207157
24.0,5.0,Fog,Jam,0,motorcycle,1.0,0,Metropolitian,26,9.13203947176498
21.0,4.5,Sandstorms,Jam,2,scooter,0.0,0,Metropolitian,25,19.905097850442047
37.0,5.0,Fog,Jam,2,scooter,1.0,0,Metropolitian,38,4.722784455364153
27.0,4.9,Cloudy,High,1,scooter,1.0,0,Metropolitian,27,6.088278975025204
